product,utc,incidence_deg,sun_elev_deg,emission_deg,phase_deg,sun_az_deg,az_source,center_lat,center_lon,download_url,covers_site
nac.m124414724re,2010-03-28T11:24:19+00:00,87.59,2.4099999999999966,1.14,87.66,156.78890853259344,proxy,-86.0488,30.6731,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0003/DATA/MAP/2010087/NAC/M124414724RE.IMG,yes
nac.m1496434319re,2025-03-12T15:57:31+00:00,84.82,5.180000000000007,24.03,60.94,157.16419363966725,proxy,-84.9199,29.8501,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025071/NAC/M1496434319RE.IMG,yes
nac.m1317839983le,2019-07-15T14:25:16+00:00,85.52,4.480000000000004,1.7,86.55,158.1047978293916,proxy,-85.2441,31.3308,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0040A/DATA/ESM3/2019196/NAC/M1317839983LE.IMG,yes
nac.m1134140690le,2013-09-18T10:50:23+00:00,83.6,6.400000000000006,1.68,83.84,158.75301505669503,proxy,-84.5815,26.8748,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0017/DATA/ESM/2013261/NAC/M1134140690LE.IMG,yes
nac.m1496462370re,2025-03-12T23:45:03+00:00,84.88,5.1200000000000045,25.42,59.6,161.1222363971503,proxy,-84.9221,29.3563,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025071/NAC/M1496462370RE.IMG,yes
nac.m1264286453le,2017-11-02T18:26:26+00:00,86.31,3.6899999999999977,1.7,87.89,161.88201324159056,proxy,-84.5194,32.6278,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0033/DATA/ESM3/2017306/NAC/M1264286453LE.IMG,yes
nac.m1164783437re,2014-09-08T02:42:50+00:00,83.31,6.689999999999998,1.14,83.05,162.34145196756774,proxy,-84.062,25.6112,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014251/NAC/M1164783437RE.IMG,yes
nac.m1164790590le,2014-09-08T04:42:04+00:00,85.36,4.640000000000001,1.69,85.62,163.35085728222836,proxy,-85.9221,35.4492,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014251/NAC/M1164790590LE.IMG,yes
nac.m1164797684le,2014-09-08T06:40:17+00:00,84.2,5.799999999999997,1.69,84.46,164.35165570226334,proxy,-84.9059,27.1909,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014251/NAC/M1164797684LE.IMG,yes
nac.m1407194035re,2022-05-14T18:59:28+00:00,84.82,5.180000000000007,1.16,83.88,165.66070717176598,proxy,-84.7368,23.3607,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0051B/DATA/ESM4/2022134/NAC/M1407194035RE.IMG,yes
nac.m1376631422le,2021-05-26T01:22:35+00:00,84.83,5.170000000000002,1.7,85.78,173.37890787413835,proxy,-84.7052,24.6431,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0047C/DATA/ESM4/2021146/NAC/M1376631422LE.IMG,yes
nac.m1101075756le,2012-08-31T18:08:08+00:00,84.46,5.540000000000006,15.97,89.47,173.40200611451806,proxy,-85.5044,30.1397,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0012/DATA/SCI/2012244/NAC/M1101075756LE.IMG,yes
nac.m183216017le,2012-02-07T01:05:50+00:00,86.95,3.049999999999997,1.68,88.07,173.45310260864665,proxy,-85.1311,29.9543,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0010/DATA/SCI/2012038/NAC/M183216017LE.IMG,yes
nac.m183223157re,2012-02-07T03:04:50+00:00,87.35,2.6500000000000057,1.13,86.66,174.4605325704449,proxy,-85.5851,27.6516,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0010/DATA/SCI/2012038/NAC/M183223157RE.IMG,yes
nac.m1473601898le,2024-06-21T09:37:11+00:00,87.27,2.730000000000004,67.25,65.92,175.5866014384078,proxy,-85.1418,32.0238,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0060A/DATA/ESM5/2024173/NAC/M1473601898LE.IMG,yes
nac.m1101097181le,2012-09-01T00:05:13+00:00,84.59,5.409999999999997,1.68,85.1,176.425001483078,proxy,-85.4894,30.895,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0012/DATA/SCI/2012245/NAC/M1101097181LE.IMG,yes
nac.m1381767636le,2021-07-24T12:06:10+00:00,87.37,2.6299999999999955,32.55,54.93,178.0815523037652,proxy,-85.2554,34.1467,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0048B/DATA/ESM4/2021205/NAC/M1381767636LE.IMG,yes
nac.m1101111418le,2012-09-01T04:02:55+00:00,84.49,5.510000000000005,1.68,84.99,178.437321667269,proxy,-85.3922,28.3651,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0012/DATA/SCI/2012245/NAC/M1101111418LE.IMG,yes
nac.m1101118606le,2012-09-01T06:02:19+00:00,84.74,5.260000000000005,11.58,81.41,179.44813794825987,proxy,-85.4819,31.4831,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0012/DATA/SCI/2012245/NAC/M1101118606LE.IMG,yes
nac.m122046291le,2010-03-01T01:30:26+00:00,86.15,3.8499999999999943,1.69,86.94,182.6109860245963,proxy,-84.0561,28.2453,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0002/DATA/MAP/2010060/NAC/M122046291LE.IMG,yes
nac.m1379255373re,2021-06-25T10:15:06+00:00,86.32,3.680000000000007,1.15,85.24,183.60955993090383,proxy,-84.9576,25.2511,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0048A/DATA/ESM4/2021176/NAC/M1379255373RE.IMG,yes
nac.m122059828re,2010-03-01T05:16:02+00:00,87.85,2.1500000000000057,1.14,87.38,184.52087005301115,proxy,-85.8971,29.4697,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0002/DATA/MAP/2010060/NAC/M122059828RE.IMG,yes
nac.m1496630688le,2025-03-14T22:30:21+00:00,85.59,4.409999999999997,36.63,49.06,184.87133952173582,proxy,-84.745,29.142,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025073/NAC/M1496630688LE.IMG,yes
nac.m1496630688re,2025-03-14T22:30:21+00:00,85.83,4.170000000000002,39.62,46.32,184.87133952173582,proxy,-84.9477,30.5884,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025073/NAC/M1496630688RE.IMG,yes
nac.m1496658728re,2025-03-15T06:17:41+00:00,86.02,3.980000000000004,41.63,44.49,188.82768911960036,proxy,-84.999,29.3555,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025074/NAC/M1496658728RE.IMG,yes
nac.m1284891833re,2018-06-29T06:09:26+00:00,86.01,3.989999999999995,1.13,85.91,189.23175920772445,proxy,-85.4414,34.2233,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0036A/DATA/ESM3/2018180/NAC/M1284891833RE.IMG,yes
nac.m1162428192le,2014-08-11T20:28:45+00:00,84.94,5.060000000000002,1.69,85.48,190.0243118595983,proxy,-85.0058,29.1669,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014223/NAC/M1162428192LE.IMG,yes
nac.m1261937508le,2017-10-06T13:57:21+00:00,87.44,2.5600000000000023,1.7,89.13,190.453781923434,proxy,-84.6166,31.3922,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0033/DATA/ESM3/2017279/NAC/M1261937508LE.IMG,yes
nac.m1496686792re,2025-03-15T14:05:25+00:00,86.31,3.6899999999999977,44.38,42.02,192.78742503667974,proxy,-84.9459,30.9631,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025074/NAC/M1496686792RE.IMG,yes
nac.m1496714841le,2025-03-15T21:52:54+00:00,86.31,3.6899999999999977,43.6,42.78,196.74504450423044,proxy,-84.8155,28.3602,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062C/DATA/ESM5/2025074/NAC/M1496714841LE.IMG,yes
nac.m104299437re,2009-08-07T15:49:30+00:00,86.77,3.230000000000004,1.14,85.88,198.5893526794382,proxy,-85.5652,28.9886,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0001/DATA/COM/2009219/NAC/M104299437RE.IMG,yes
nac.m180871460le,2012-01-10T21:49:53+00:00,87.79,2.2099999999999937,1.68,89.37,202.64400331743698,proxy,-84.5932,30.5479,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0010/DATA/SCI/2012010/NAC/M180871460LE.IMG,yes
nac.m1231407146re,2016-10-18T05:17:59+00:00,88.43,1.5699999999999932,1.13,87.31,202.72249014651686,proxy,-83.9614,37.4622,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0029/DATA/ESM3/2016292/NAC/M1231407146RE.IMG,yes
nac.m1496770943le,2025-03-16T13:27:56+00:00,86.89,3.1099999999999994,48.13,38.81,204.66084782590832,proxy,-84.785,28.9273,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025075/NAC/M1496770943LE.IMG,yes
nac.m1343693561le,2020-05-09T19:58:14+00:00,86.38,3.6200000000000045,1.7,86.59,205.95761251254288,proxy,-85.1449,30.7898,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043B/DATA/ESM4/2020130/NAC/M1343693561LE.IMG,yes
nac.m1496798990le,2025-03-16T21:15:22+00:00,87.13,2.8700000000000045,50.69,36.47,208.61804400357101,proxy,-84.8251,27.7076,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025075/NAC/M1496798990LE.IMG,yes
nac.m134993748re,2010-07-28T22:01:21+00:00,86.69,3.3100000000000023,1.15,85.71,209.4532963900437,proxy,-84.4303,29.7423,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0004/DATA/MAP/2010209/NAC/M134993748RE.IMG,yes
nac.m119691562le,2010-02-01T19:24:56+00:00,88.92,1.0799999999999983,1.69,90.31,210.36651068277365,proxy,-86.3659,30.8449,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0002/DATA/MAP/2010032/NAC/M119691562LE.IMG,yes
nac.m1129412909le,2013-07-25T17:34:02+00:00,86.51,3.489999999999995,1.69,87.73,211.67903295427706,proxy,-85.3971,30.2898,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0016/DATA/ESM/2013206/NAC/M1129412909LE.IMG,yes
nac.m1376905820re,2021-05-29T05:35:53+00:00,87.56,2.4399999999999977,1.16,86.8,212.09554185970143,proxy,-84.955,28.6845,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0047C/DATA/ESM4/2021149/NAC/M1376905820RE.IMG,yes
nac.m119705132re,2010-02-01T23:11:06+00:00,89.04,0.9599999999999937,1.14,88.14,212.28119199672244,proxy,-86.3861,30.8384,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0002/DATA/MAP/2010032/NAC/M119705132RE.IMG,yes
nac.m1461105269re,2024-01-28T18:20:01+00:00,86.65,3.3499999999999943,13.56,87.14,212.3541807825973,proxy,-85.0311,34.5378,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0058B/DATA/ESM5/2024028/NAC/M1461105269RE.IMG,yes
nac.m1496827034le,2025-03-17T05:02:47+00:00,87.54,2.4599999999999937,54.3,33.26,212.57509908461182,proxy,-84.8269,29.0038,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025076/NAC/M1496827034LE.IMG,yes
nac.m1461112282le,2024-01-28T20:16:55+00:00,86.74,3.260000000000005,12.7,87.09,213.34383256859,proxy,-85.0171,34.6998,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0058B/DATA/ESM5/2024028/NAC/M1461112282LE.IMG,yes
nac.m1496855079le,2025-03-17T12:50:11+00:00,87.84,2.1599999999999966,56.24,31.61,216.53201306900849,proxy,-84.7981,28.8423,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025076/NAC/M1496855079LE.IMG,yes
nac.m1160078961re,2014-07-15T15:54:54+00:00,86.5,3.5,1.14,85.75,218.55572690431885,proxy,-84.7016,27.5702,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014196/NAC/M1160078961RE.IMG,yes
nac.m1496883126le,2025-03-17T20:37:39+00:00,88.1,1.9000000000000057,57.68,30.42,220.4894914399372,proxy,-84.6805,28.3768,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025076/NAC/M1496883126LE.IMG,yes
nac.m1221335482re,2016-06-23T15:36:55+00:00,87.32,2.680000000000007,1.13,86.66,221.6446079693318,proxy,-85.2721,32.4023,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0028/DATA/ESM2/2016175/NAC/M1221335482RE.IMG,yes
nac.m1139707678re,2013-11-21T21:13:30+00:00,89.37,0.6299999999999955,1.12,88.27,224.23613840829796,proxy,-85.1555,27.6762,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0017/DATA/ESM/2013325/NAC/M1139707678RE.IMG,yes
nac.m1496911170le,2025-03-18T04:25:02+00:00,88.44,1.5600000000000023,59.49,28.95,224.44626432771196,proxy,-84.705,28.2164,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025077/NAC/M1496911170LE.IMG,yes
nac.m1109113333re,2012-12-02T18:47:46+00:00,89.63,0.37000000000000455,1.13,88.52,227.47720183927728,proxy,-84.704,30.7692,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0013/DATA/ESM/2012337/NAC/M1109113333RE.IMG,yes
nac.m1109120500re,2012-12-02T20:47:13+00:00,89.79,0.20999999999999375,1.13,88.67,228.48844141017835,proxy,-84.0591,32.4632,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0013/DATA/ESM/2012337/NAC/M1109120500RE.IMG,yes
nac.m1410192474le,2022-06-18T11:53:28+00:00,90.22,-0.21999999999999886,60.17,30.31,228.73049633820776,proxy,-85.0278,31.8887,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0052A/DATA/ESM4/2022169/NAC/M1410192474LE.IMG,yes
nac.m1371923865re,2021-04-01T13:43:18+00:00,87.76,2.239999999999995,1.15,87.38,229.15846408367287,proxy,-85.0541,30.2528,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0047A/DATA/ESM4/2021091/NAC/M1371923865RE.IMG,yes
nac.m178512576le,2011-12-14T14:35:09+00:00,89.61,0.39000000000000057,1.68,91.28,229.81341256086748,proxy,-84.3161,31.8439,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0009/DATA/SCI/2011348/NAC/M178512576LE.IMG,yes
nac.m178519724re,2011-12-14T16:34:17+00:00,89.69,0.3100000000000023,1.12,88.57,230.82197129572998,proxy,-84.3236,31.2917,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0009/DATA/SCI/2011348/NAC/M178519724RE.IMG,yes
nac.m1096381399le,2012-07-08T10:08:52+00:00,88.55,1.4500000000000028,1.68,90.13,231.0441789803152,proxy,-85.9913,31.9027,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0012/DATA/SCI/2012190/NAC/M1096381399LE.IMG,yes
nac.m1371937919re,2021-04-01T17:37:32+00:00,87.91,2.0900000000000034,1.15,87.54,231.1414361681391,proxy,-85.1187,29.9493,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0047A/DATA/ESM4/2021091/NAC/M1371937919RE.IMG,yes
nac.m1496967244le,2025-03-18T19:59:37+00:00,89.09,0.9099999999999966,62.6,26.5,232.35825804026487,proxy,-84.5915,27.7161,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025077/NAC/M1496967244LE.IMG,yes
nac.m1341331935le,2020-04-12T11:57:48+00:00,87.08,2.9200000000000017,1.7,88.07,232.74013478745223,proxy,-84.2026,22.2712,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043A/DATA/ESM4/2020103/NAC/M1341331935LE.IMG,yes
nac.m1346447421le,2020-06-10T16:55:54+00:00,88.12,1.8799999999999955,1.71,88.85,234.51798710530448,proxy,-85.094,14.4097,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043C/DATA/ESM4/2020162/NAC/M1346447421LE.IMG,yes
nac.m1489333358le,2024-12-20T11:28:10+00:00,88.12,1.8799999999999955,19.48,90.85,235.24250331095482,proxy,-84.8989,28.7153,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062A/DATA/ESM5/2024355/NAC/M1489333358LE.IMG,yes
nac.m1341353038re,2020-04-12T17:49:31+00:00,87.54,2.4599999999999937,1.15,86.94,235.71769704007815,proxy,-84.5179,23.2664,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043A/DATA/ESM4/2020103/NAC/M1341353038RE.IMG,yes
nac.m1489340370re,2024-12-20T13:25:02+00:00,88.2,1.7999999999999972,19.81,91.03,236.23187290370365,proxy,-84.9094,28.6677,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0062A/DATA/ESM5/2024355/NAC/M1489340370RE.IMG,yes
nac.m1496995271le,2025-03-19T03:46:45+00:00,89.55,0.45000000000000284,64.85,24.73,236.31291447853312,proxy,-84.8735,28.3434,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025078/NAC/M1496995271LE.IMG,yes
nac.m1127059004re,2013-06-28T11:42:17+00:00,88.59,1.4099999999999966,1.12,87.55,239.5509623349278,proxy,-84.4824,26.9876,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0016/DATA/ESM/2013179/NAC/M1127059004RE.IMG,yes
nac.m1157708411le,2014-06-18T05:25:44+00:00,89.35,0.6500000000000057,1.7,90.97,244.07910282361343,proxy,-85.8284,34.7287,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014169/NAC/M1157708411LE.IMG,yes
nac.m1497051346le,2025-03-19T19:21:19+00:00,90.23,-0.23000000000000398,67.19,23.11,244.22476709446408,proxy,-84.7342,27.8649,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025078/NAC/M1497051346LE.IMG,yes
nac.m1157715494re,2014-06-18T07:23:47+00:00,88.84,1.1599999999999966,1.14,87.79,245.07849027730708,proxy,-84.0472,25.3848,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0020/DATA/ESM/2014169/NAC/M1157715494RE.IMG,yes
nac.m1315915079le,2019-06-23T07:43:32+00:00,90.48,-0.480000000000004,1.7,90.91,246.50732399444232,proxy,-84.9342,32.3782,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0040A/DATA/ESM3/2019174/NAC/M1315915079LE.IMG,yes
nac.m1497079375le,2025-03-20T03:08:29+00:00,90.38,-0.37999999999999545,66.88,23.6,248.17970572599842,proxy,-84.8232,25.5296,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025079/NAC/M1497079375LE.IMG,yes
nac.m1188356318le,2015-06-07T22:44:12+00:00,89.11,0.8900000000000006,1.67,90.69,248.3957394589724,proxy,-84.6146,26.564,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0023/DATA/ESM2/2015158/NAC/M1188356318LE.IMG,yes
nac.m1315936126re,2019-06-23T13:34:19+00:00,90.32,-0.3199999999999932,1.15,89.95,249.47698483560774,proxy,-85.0467,27.6965,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0040A/DATA/ESM3/2019174/NAC/M1315936126RE.IMG,yes
nac.m1137354078le,2013-10-25T15:26:51+00:00,91.42,-1.4200000000000017,1.67,92.64,252.15124335874324,proxy,-84.5595,30.7422,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0017/DATA/ESM/2013298/NAC/M1137354078LE.IMG,yes
nac.m1369569454le,2021-03-05T07:43:07+00:00,89.76,0.23999999999999488,1.7,91.1,256.95899856787963,proxy,-84.9891,27.6378,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0046C/DATA/ESM4/2021064/NAC/M1369569454LE.IMG,yes
nac.m1369583513re,2021-03-05T11:37:26+00:00,89.93,0.06999999999999318,1.15,89.08,258.942676135511,proxy,-84.97,27.6188,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0046C/DATA/ESM4/2021064/NAC/M1369583513RE.IMG,yes
nac.m1497163465le,2025-03-21T02:29:59+00:00,91.56,-1.5600000000000023,70.77,21.04,260.0445216206013,proxy,-84.8889,27.3198,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0063A/DATA/ESM5/2025080/NAC/M1497163465LE.IMG,yes
nac.m176179280re,2011-11-17T14:26:53+00:00,91.65,-1.6500000000000057,1.13,90.68,260.59320245730754,proxy,-84.6394,30.5654,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0009/DATA/SCI/2011321/NAC/M176179280RE.IMG,yes
nac.m1338990026le,2020-03-16T09:26:00+00:00,90.3,-0.29999999999999716,1.7,91.83,262.30480047785903,proxy,-85.0393,28.578,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043A/DATA/ESM4/2020076/NAC/M1338990026LE.IMG,yes
nac.m1339011127re,2020-03-16T15:17:40+00:00,90.42,-0.4200000000000017,1.15,89.43,265.281939440597,proxy,-84.9945,27.5938,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0043A/DATA/ESM4/2020076/NAC/M1339011127RE.IMG,yes
nac.m1124698063re,2013-06-01T03:53:16+00:00,91.52,-1.519999999999996,1.15,90.37,266.43013580364817,proxy,-85.159,29.8692,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0015/DATA/ESM/2013152/NAC/M1124698063RE.IMG,yes
nac.m1372204962re,2021-04-04T19:48:15+00:00,90.35,-0.3499999999999943,1.15,90.04,268.820304415748,proxy,-84.9687,20.2164,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0047A/DATA/ESM4/2021094/NAC/M1372204962RE.IMG,yes
nac.m1262521242re,2017-10-13T08:06:15+00:00,94.22,-4.219999999999999,75.03,19.2,272.81668406898643,proxy,-84.2835,25.1083,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0033/DATA/ESM3/2017286/NAC/M1262521242RE.IMG,yes
nac.m1186001961le,2015-05-11T16:44:54+00:00,91.77,-1.769999999999996,1.67,93.43,276.20375206474057,proxy,-85.2001,29.6001,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0023/DATA/ESM2/2015131/NAC/M1186001961LE.IMG,yes
nac.m1313579044re,2019-05-27T06:49:37+00:00,91.55,-1.5499999999999972,1.14,91.38,276.90065021226036,proxy,-85.1275,25.069,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0039C/DATA/ESM3/2019147/NAC/M1313579044RE.IMG,yes
nac.m1313593085le,2019-05-27T10:43:38+00:00,91.68,-1.6800000000000068,1.7,92.05,278.8817880404862,proxy,-85.1405,24.8845,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0039C/DATA/ESM3/2019147/NAC/M1313593085LE.IMG,yes
nac.m1369857714re,2021-03-08T15:47:27+00:00,92.4,-2.4000000000000057,1.15,91.59,297.63151408432367,proxy,-84.99,23.7357,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0046C/DATA/ESM4/2021067/NAC/M1369857714RE.IMG,yes
nac.m1369878812le,2021-03-08T21:39:05+00:00,92.54,-2.5400000000000063,1.71,93.82,300.6083708537845,proxy,-85.0376,24.204,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0046C/DATA/ESM4/2021067/NAC/M1369878812LE.IMG,yes
nac.m1395401488le,2021-12-29T07:17:01+00:00,93.53,-3.530000000000001,1.72,95.23,301.77202738309654,proxy,-85.3119,38.3892,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0050A/DATA/ESM4/2021363/NAC/M1395401488LE.IMG,yes
nac.m1395429609re,2021-12-29T15:05:43+00:00,93.68,-3.680000000000007,1.16,92.52,305.7399469048914,proxy,-85.1902,36.204,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0050A/DATA/ESM4/2021363/NAC/M1395429609RE.IMG,yes
nac.m1132655443le,2013-09-01T06:16:16+00:00,93.54,-3.5400000000000063,1.67,93.77,309.18966373062653,proxy,-84.8331,29.2746,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0016/DATA/ESM/2013244/NAC/M1132655443LE.IMG,yes
nac.m1395584306re,2021-12-31T10:03:59+00:00,93.98,-3.980000000000004,1.16,92.82,327.5670316906219,proxy,-85.032,33.3,https://pds.lroc.im-ldi.com/data/LRO-L-LROC-2-EDR-V1.0/LROLRC_0050A/DATA/ESM4/2021365/NAC/M1395584306RE.IMG,yes
